,Codi Municipi,Codi Província,CUP_pct,CSQP_pct,Cs_pct,JxSi_pct,PP_pct,PSC_pct,Unio_pct,Unionisme_pct,Independ_pct,Cat,Spa,Abroad,Tot,pct_cat,pct_foreign,pct_spa,RFDB,RFDB_hab,RFDB_idx,ST,1erGrau,2nGrau,Univ,Tot_Niv_Ed,pct_Univ,pct_1erGrau,understands,speaks,reads,writes,no_underst,Tot_cat,pct_cat_speakers
Puiggròs,25180,25,7.34,3.39,3.39,70.62,4.52,5.65,4.52,13.56,77.96000000000001,261.0,18.0,8.0,287.0,90.94076655052265,2.7874564459930316,6.2717770034843205,,,,,,,,,,,305.0,271.0,273.0,210.0,0.0,305.0,88.85245901639344
Puigpelat,43119,43,7.82,4.49,18.64,47.59,6.16,7.49,5.66,32.290000000000006,55.410000000000004,862.0,173.0,86.0,1121.0,76.89562890276538,7.671721677074041,15.43264942016057,,,,,91.0,580.0,,814.0,,11.17936117936118,988.0,847.0,829.0,625.0,,999.0,84.78478478478479
Puigverd d'Agramunt,25181,25,15.13,3.95,8.55,59.21,3.29,1.32,6.58,13.16,74.34,188.0,15.0,34.0,237.0,79.32489451476793,14.345991561181435,6.329113924050633,,,,,,,,,,,250.0,224.0,228.0,153.0,,260.0,86.15384615384616
Puigverd de Lleida,25182,25,7.85,4.04,12.6,52.2,7.49,11.53,2.26,31.619999999999997,60.050000000000004,1112.0,157.0,104.0,1373.0,80.9905316824472,7.574654042243263,11.434814275309542,,,,,202.0,745.0,,1158.0,,17.443868739205527,1411.0,1276.0,1317.0,984.0,,1417.0,90.04940014114327
Pujalt,8176,8,10.08,1.55,1.55,70.54,12.4,3.1,0.78,17.05,80.62,183.0,3.0,12.0,198.0,92.42424242424242,6.0606060606060606,1.5151515151515151,,,,,,,,,,,195.0,179.0,175.0,129.0,0.0,195.0,91.7948717948718
"Quar, la",8177,8,6.06,3.03,0.0,75.76,6.06,6.06,3.03,12.12,81.82000000000001,44.0,4.0,6.0,54.0,81.48148148148148,11.11111111111111,7.407407407407407,,,,,,,,,,,,,,,,,
Quart,17142,17,7.76,3.97,14.16,57.47,5.32,7.53,2.17,27.01,65.23,2836.0,415.0,227.0,3478.0,81.54111558366877,6.52673950546291,11.932144910868315,,,,,292.0,1524.0,,2627.0,,11.115340692805482,3112.0,2882.0,2864.0,2342.0,,3156.0,91.31812420785805
Queralbs,17043,17,10.0,1.54,4.62,76.92,1.54,0.77,4.62,6.930000000000001,86.92,158.0,10.0,6.0,174.0,90.80459770114942,3.4482758620689653,5.747126436781609,,,,,,,,,,,179.0,168.0,176.0,143.0,0.0,179.0,93.85474860335195
Querol,43120,43,7.95,11.93,16.21,37.0,10.7,13.15,1.22,40.06,44.95,371.0,128.0,44.0,543.0,68.32412523020258,8.103130755064457,23.572744014732965,,,,,,,,,,,489.0,391.0,426.0,256.0,,525.0,74.47619047619048
Rabós,17143,17,8.33,5.0,5.0,73.33,1.67,0.0,5.83,6.67,81.66,148.0,11.0,29.0,188.0,78.72340425531915,15.425531914893616,5.851063829787234,,,,,,,,,,,192.0,151.0,160.0,112.0,,194.0,77.83505154639175
Rajadell,8178,8,7.92,5.19,6.56,59.84,7.38,7.38,4.37,21.32,67.76,449.0,64.0,20.0,533.0,84.24015009380864,3.75234521575985,12.007504690431519,,,,,,,,,,,532.0,441.0,471.0,365.0,0.0,532.0,82.89473684210526
Rasquera,43121,43,11.92,2.72,2.09,71.97,2.09,6.49,1.88,10.67,83.89,657.0,27.0,135.0,819.0,80.21978021978022,16.483516483516482,3.2967032967032965,,,,,,,,,,,813.0,704.0,666.0,399.0,45.0,858.0,82.05128205128206
Regencós,17144,17,5.62,4.49,5.06,69.1,5.06,6.74,1.12,16.86,74.72,220.0,20.0,39.0,279.0,78.85304659498208,13.978494623655914,7.168458781362007,,,,,,,,,,,283.0,246.0,251.0,201.0,,290.0,84.82758620689656
Rellinars,8179,8,6.33,9.49,7.17,58.65,5.49,9.07,1.69,21.730000000000004,64.98,590.0,96.0,37.0,723.0,81.60442600276625,5.117565698478561,13.278008298755188,,,,,,,,,,,714.0,593.0,610.0,436.0,,731.0,81.1217510259918
Renau,43122,43,25.29,8.05,9.2,45.98,1.15,6.9,2.3,17.25,71.27,112.0,23.0,13.0,148.0,75.67567567567568,8.783783783783784,15.54054054054054,,,,,,,,,,,126.0,108.0,111.0,83.0,0.0,126.0,85.71428571428571
Reus,43123,43,8.03,5.75,23.73,36.78,9.87,11.56,2.54,45.16,44.81,66669.0,19950.0,16996.0,103615.0,64.34300053081118,16.403030449259276,19.253969019929546,1488104.0,14.3,86.9,9474.0,12305.0,49003.0,14218.0,85001.0,16.72686203691721,14.476300278820249,97754.0,76965.0,81226.0,60131.0,5328.0,103082.0,74.66385983973923
Rialp,25183,25,12.9,3.72,4.71,61.79,5.21,5.21,3.97,15.129999999999999,74.69,512.0,75.0,82.0,669.0,76.5321375186846,12.25710014947683,11.210762331838565,,,,,,,,,,,638.0,565.0,575.0,451.0,,641.0,88.14352574102963
"Riba, la",43124,43,8.61,4.3,10.63,60.51,4.81,4.56,5.32,20.0,69.12,453.0,99.0,42.0,594.0,76.26262626262626,7.070707070707071,16.666666666666668,,,,,,,,,,,650.0,595.0,601.0,413.0,,674.0,88.27893175074183
Riba-roja d'Ebre,43125,43,5.56,9.04,8.4,47.42,8.53,15.89,3.49,32.82,52.980000000000004,846.0,200.0,110.0,1156.0,73.1833910034602,9.515570934256056,17.301038062283737,,,,,235.0,607.0,,1162.0,,20.223752151462996,1204.0,1048.0,1017.0,718.0,,1257.0,83.3731105807478
Ribera d'Ondara,25905,25,7.65,2.45,8.26,63.91,8.56,1.83,6.12,18.65,71.56,401.0,26.0,19.0,446.0,89.91031390134529,4.260089686098655,5.829596412556054,,,,,,,,,,,438.0,407.0,406.0,300.0,,443.0,91.87358916478556
Ribera d'Urgellet,25185,25,8.43,4.41,5.94,63.79,5.17,5.17,5.75,16.28,72.22,703.0,80.0,179.0,962.0,73.07692307692308,18.60706860706861,8.316008316008316,,,,,,,,,,,928.0,842.0,822.0,658.0,,953.0,88.35257082896118
Ribes de Freser,17145,17,7.35,3.12,5.83,71.88,3.35,3.83,3.75,13.01,79.22999999999999,1414.0,240.0,131.0,1785.0,79.2156862745098,7.338935574229692,13.445378151260504,,,,,270.0,916.0,,1620.0,,16.666666666666668,1801.0,1595.0,1599.0,1265.0,,1825.0,87.3972602739726
Riells i Viabrea,17146,17,8.61,8.7,13.81,50.95,5.53,8.38,1.59,27.720000000000002,59.56,3033.0,604.0,290.0,3927.0,77.23453017570665,7.384772090654444,15.38069773363891,,,,,474.0,2049.0,,3136.0,,15.114795918367347,3868.0,3256.0,3368.0,2568.0,,3895.0,83.59435173299102
"Riera de Gaià, la",43126,43,10.56,4.92,16.74,51.26,5.54,7.01,2.82,29.29,61.82,1312.0,219.0,163.0,1694.0,77.44982290436836,9.622195985832349,12.927981109799292,,,,,166.0,797.0,,1322.0,,12.556732223903177,1560.0,1418.0,1411.0,1131.0,,1607.0,88.23895457373989
Riner,25186,25,16.02,1.1,4.42,68.51,3.87,3.31,2.21,11.600000000000001,84.53,238.0,6.0,17.0,261.0,91.18773946360153,6.513409961685824,2.2988505747126435,,,,,,,,,,,284.0,266.0,261.0,227.0,,284.0,93.66197183098592
Ripoll,17147,17,7.63,3.76,10.37,59.77,4.84,9.48,2.86,24.69,67.4,7756.0,1625.0,1202.0,10583.0,73.28734763299632,11.35783804214306,15.354814324860625,175292.0,16.5,100.0,1011.0,1741.0,5423.0,1135.0,9311.0,12.189882934163892,18.69831382236065,10415.0,8784.0,9278.0,6805.0,161.0,10576.0,83.05597579425114
Ripollet,8180,8,7.18,15.72,27.33,19.38,8.96,17.64,1.84,53.93,26.56,24042.0,8644.0,4962.0,37648.0,63.85996600084998,13.17998300042499,22.96005099872503,591944.0,16.0,97.0,4069.0,3942.0,18460.0,3412.0,29883.0,11.417862999029548,13.191446641903424,33301.0,23097.0,25538.0,17301.0,2794.0,36095.0,63.98947222607009
Riu de Cerdanya,25913,25,10.71,0.0,3.57,77.38,1.19,2.38,2.38,7.139999999999999,88.09,89.0,6.0,2.0,97.0,91.75257731958763,2.0618556701030926,6.185567010309279,,,,,,,,,,,119.0,117.0,117.0,88.0,0.0,119.0,98.31932773109244
Riudarenes,17148,17,7.3,4.37,16.71,51.81,6.05,10.41,1.43,33.17,59.11,1589.0,284.0,247.0,2120.0,74.95283018867924,11.650943396226415,13.39622641509434,,,,,262.0,,,1792.0,,14.620535714285714,1995.0,1836.0,1796.0,1451.0,,2097.0,87.55364806866953
Riudaura,17149,17,10.8,2.78,0.93,79.63,2.47,1.54,0.62,4.94,90.42999999999999,427.0,19.0,20.0,466.0,91.63090128755364,4.291845493562231,4.07725321888412,,,,,,,,,,,427.0,411.0,396.0,338.0,,433.0,94.91916859122402
Riudecanyes,43127,43,7.66,4.22,9.38,68.75,3.91,3.75,1.88,17.04,76.41,853.0,94.0,169.0,1116.0,76.4336917562724,15.14336917562724,8.422939068100359,,,,,137.0,525.0,,935.0,,14.6524064171123,1024.0,807.0,929.0,669.0,86.0,1109.0,72.76825969341749
Riudecols,43128,43,9.81,3.36,11.83,56.45,3.23,10.89,2.69,25.95,66.26,897.0,151.0,121.0,1169.0,76.732249786142,10.350727117194182,12.917023096663815,,,,,220.0,699.0,,1094.0,,20.10968921389397,1240.0,1079.0,1105.0,760.0,,1272.0,84.82704402515724
Riudellots de la Selva,17150,17,7.74,2.61,8.79,73.37,1.63,3.91,1.3,14.329999999999998,81.11,1557.0,180.0,287.0,2024.0,76.92687747035573,14.179841897233201,8.893280632411066,,,,,244.0,982.0,,1660.0,,14.698795180722891,1899.0,1637.0,1679.0,1438.0,71.0,1969.0,83.13864906043678
Riudoms,43129,43,7.74,2.96,15.0,58.51,6.18,5.7,2.55,26.88,66.25,4969.0,778.0,844.0,6591.0,75.39068426642392,12.805340615991504,11.803975117584585,85646.0,13.0,79.0,800.0,824.0,2902.0,719.0,5243.0,13.713522792294487,15.71619301926378,6141.0,5067.0,5192.0,3940.0,,6329.0,80.06004108073945
Riumors,17151,17,7.53,0.68,7.53,67.12,7.53,4.11,4.11,19.17,74.65,199.0,16.0,40.0,255.0,78.03921568627452,15.686274509803921,6.2745098039215685,,,,,,,,,,,233.0,216.0,218.0,159.0,,236.0,91.52542372881356
"Roca del Vallès, la",8181,8,7.82,6.99,17.52,46.64,6.31,10.33,2.64,34.160000000000004,54.46,8019.0,1861.0,719.0,10599.0,75.65808095103311,6.783658835739221,17.558260213227662,180019.0,17.3,104.9,,911.0,4786.0,,8080.0,,11.274752475247524,9702.0,8291.0,8446.0,6436.0,175.0,9876.0,83.95099230457676
Rocafort de Queralt,43130,43,6.92,0.63,6.29,72.96,4.4,5.03,3.14,15.72,79.88,211.0,8.0,32.0,251.0,84.06374501992032,12.749003984063744,3.187250996015936,,,,,,,,,,,261.0,218.0,217.0,144.0,,267.0,81.64794007490637
Roda de Berà,43131,43,4.51,9.54,27.26,27.29,11.6,15.31,3.11,54.17,31.799999999999997,3987.0,1546.0,858.0,6391.0,62.38460334845877,13.42512908777969,24.19026756376154,84641.0,13.4,81.5,528.0,789.0,3207.0,,5066.0,,15.574417686537702,5841.0,4206.0,4787.0,3077.0,221.0,6062.0,69.38304190036291
Roda de Ter,8183,8,7.43,3.31,4.64,70.64,3.5,7.35,2.13,15.489999999999998,78.07,4834.0,682.0,600.0,6116.0,79.03858731196861,9.810333551340745,11.151079136690647,90049.0,14.9,90.7,,798.0,3276.0,,5065.0,,15.755182625863771,5698.0,5021.0,5092.0,4285.0,230.0,5928.0,84.69973009446694
Rodonyà,43132,43,8.7,3.68,9.7,66.22,2.68,5.02,2.34,17.4,74.92,378.0,51.0,63.0,492.0,76.82926829268293,12.804878048780488,10.365853658536585,,,,,,,,,,,491.0,454.0,432.0,303.0,,498.0,91.16465863453816
Roquetes,43133,43,9.19,5.51,12.91,48.27,8.97,10.98,2.82,32.86,57.46,6104.0,758.0,1303.0,8165.0,74.75811390079608,15.958358848744641,9.283527250459278,101642.0,12.5,75.7,920.0,1195.0,3806.0,915.0,6837.0,13.38306274681878,17.478426210326166,7783.0,6612.0,6675.0,4842.0,308.0,8091.0,81.72043010752688
Roses,17152,17,4.65,4.93,23.82,40.06,11.0,11.46,2.68,46.28,44.71,9579.0,3537.0,6322.0,19438.0,49.27976129231402,32.52392221421957,18.196316493466405,211078.0,11.0,67.1,1578.0,2276.0,9940.0,2213.0,16006.0,13.826065225540422,14.21966762464076,17434.0,11903.0,13311.0,9610.0,1718.0,19152.0,62.150167084377614
Rosselló,25189,25,7.33,5.86,12.62,55.07,5.67,7.9,4.14,26.189999999999998,62.4,2244.0,388.0,397.0,3029.0,74.08385605810498,13.10663585341697,12.809508088478045,,,,,287.0,1547.0,,2430.0,,11.810699588477366,2800.0,2441.0,2476.0,1827.0,130.0,2930.0,83.31058020477816
"Rourell, el",43134,43,8.87,8.06,12.9,46.77,6.45,12.1,4.03,31.45,55.64,316.0,40.0,42.0,398.0,79.39698492462311,10.552763819095478,10.050251256281408,,,,,,,,,,,378.0,336.0,339.0,266.0,,379.0,88.65435356200528
Rubió,8185,8,13.25,6.02,11.45,54.22,6.02,1.2,7.23,18.669999999999998,67.47,199.0,20.0,12.0,231.0,86.14718614718615,5.194805194805195,8.658008658008658,,,,,,,,,,,230.0,230.0,230.0,196.0,0.0,230.0,100.0
Rubí,8184,8,7.15,12.49,25.94,25.12,8.52,16.81,1.88,51.269999999999996,32.27,47201.0,16416.0,11550.0,75167.0,62.79484348184709,15.365785517580854,21.839371000572058,1199142.0,16.2,98.5,6827.0,7021.0,38160.0,8333.0,60341.0,13.809847367461593,11.635538025554764,68446.0,49910.0,54810.0,37992.0,3690.0,72136.0,69.18875457469225
Rupit i Pruit,8901,8,6.8,0.0,2.43,83.01,1.46,0.49,5.83,4.38,89.81,245.0,5.0,27.0,277.0,88.4476534296029,9.747292418772563,1.8050541516245486,,,,,,,,,,,301.0,288.0,288.0,224.0,,306.0,94.11764705882354
Rupià,17153,17,21.82,3.03,1.21,67.88,1.82,0.61,3.64,3.6399999999999997,89.69999999999999,211.0,7.0,35.0,253.0,83.39920948616601,13.83399209486166,2.766798418972332,,,,,,,,,,,241.0,209.0,214.0,149.0,,245.0,85.3061224489796
Sabadell,8187,8,7.94,12.24,20.62,33.73,6.94,14.5,2.06,42.06,41.669999999999995,139045.0,42180.0,27021.0,208246.0,66.7695898120492,12.975519337706366,20.254890850244422,3405068.0,16.5,100.3,20399.0,23419.0,95345.0,31315.0,170477.0,18.369046850894843,13.737337001472339,192210.0,144091.0,155739.0,111050.0,8590.0,200800.0,71.75846613545816
Sagàs,8188,8,10.58,0.0,2.88,71.15,2.88,5.77,5.77,11.529999999999998,81.73,146.0,3.0,3.0,152.0,96.05263157894737,1.9736842105263157,1.9736842105263157,,,,,,,,,,,144.0,135.0,134.0,123.0,0.0,144.0,93.75
Saldes,8190,8,8.88,4.21,3.74,70.09,2.8,8.41,1.4,14.95,78.97,243.0,30.0,3.0,276.0,88.04347826086956,1.0869565217391304,10.869565217391305,,,,,,,,,,,315.0,293.0,306.0,219.0,0.0,315.0,93.01587301587301
Sales de Llierca,17154,17,29.87,7.79,0.0,44.16,5.19,11.69,1.3,16.88,74.03,99.0,10.0,28.0,137.0,72.26277372262774,20.437956204379564,7.299270072992701,,,,,,,,,,,140.0,127.0,127.0,111.0,0.0,140.0,90.71428571428571
Sallent,8191,8,10.67,6.6,7.25,50.35,6.86,15.43,1.6,29.54,61.02,5050.0,1093.0,449.0,6592.0,76.60800970873787,6.81128640776699,16.580703883495147,111371.0,16.7,101.5,660.0,867.0,3657.0,,5815.0,,14.909716251074807,6575.0,5557.0,5597.0,4107.0,119.0,6693.0,83.02704317944121
Salomó,43135,43,6.43,1.43,4.29,76.07,3.93,4.29,2.14,12.51,82.5,382.0,42.0,116.0,540.0,70.74074074074075,21.48148148148148,7.777777777777778,,,,,,,,,,,476.0,404.0,439.0,282.0,,506.0,79.84189723320158
Salou,43905,43,4.03,6.89,32.67,27.16,13.3,11.73,2.37,57.7,31.19,10783.0,5737.0,9866.0,26386.0,40.86636852876526,37.39104070340332,21.742590767831427,323520.0,12.2,74.4,,1937.0,13696.0,5690.0,22253.0,25.56958612321934,8.704444344582752,23702.0,14934.0,18184.0,11517.0,2102.0,25804.0,57.8747481010696
Salt,17155,17,8.51,5.96,15.95,46.28,7.16,12.7,2.06,35.81,54.79,15023.0,3732.0,10649.0,29404.0,51.0916882056863,36.216161066521565,12.692150727792137,346170.0,11.9,72.4,3518.0,4569.0,12110.0,2717.0,22913.0,11.85789726356217,19.940645048662333,25359.0,18942.0,20106.0,15461.0,3029.0,28388.0,66.72537691982528
Salàs de Pallars,25190,25,15.04,3.54,2.65,62.83,0.88,9.29,4.42,12.82,77.87,266.0,23.0,51.0,340.0,78.23529411764706,15.0,6.764705882352941,,,,,,,,,,,350.0,304.0,311.0,243.0,,357.0,85.15406162464986
Sanaüja,25191,25,10.29,2.21,1.47,68.01,11.76,2.57,2.94,15.8,78.30000000000001,372.0,21.0,32.0,425.0,87.52941176470588,7.529411764705882,4.9411764705882355,,,,,,,,,,,448.0,414.0,405.0,315.0,,449.0,92.20489977728285
