,Codi Municipi,Codi Província,CUP_pct,CSQP_pct,Cs_pct,JxSi_pct,PP_pct,PSC_pct,Unio_pct,Unionisme_pct,Independ_pct,Cat,Spa,Abroad,Tot,pct_cat,pct_foreign,pct_spa,RFDB,RFDB_hab,RFDB_idx,ST,1erGrau,2nGrau,Univ,Tot_Niv_Ed,pct_Univ,pct_1erGrau,understands,speaks,reads,writes,no_underst,Tot_cat,pct_cat_speakers
Abella de la Conca,25001,25,16.82,2.8,8.41,53.27,4.67,10.28,2.8,23.36,70.09,153.0,8.0,20.0,181.0,84.5303867403315,11.049723756906078,4.419889502762431,,,,,,,,,,,169.0,164.0,161.0,107.0,0.0,169.0,97.0414201183432
Abrera,8001,8,6.43,13.31,25.14,23.92,8.79,18.1,1.86,52.03,30.35,8224.0,2800.0,1192.0,12216.0,67.3215455140799,9.757694826457106,22.920759659463,212166.0,17.7,107.7,829.0,1059.0,6259.0,,9465.0,,11.188589540412044,10796.0,7703.0,8748.0,6099.0,556.0,11351.0,67.86186239097877
Agramunt,25003,25,5.21,3.56,8.64,66.48,6.34,5.52,2.98,20.5,71.69,3980.0,507.0,903.0,5390.0,73.8404452690167,16.753246753246753,9.40630797773655,77749.0,14.3,86.6,,657.0,2842.0,,4601.0,,14.279504455553141,5344.0,4472.0,4582.0,3692.0,,5416.0,82.57016248153619
Aguilar de Segarra,8002,8,10.98,3.05,2.44,73.78,2.44,0.0,6.1,4.88,84.76,235.0,11.0,7.0,253.0,92.88537549407114,2.766798418972332,4.3478260869565215,,,,,,,,,,,,,,,,,
Agullana,17001,17,16.77,3.35,6.5,62.47,3.14,5.45,1.89,15.09,79.24,615.0,89.0,137.0,841.0,73.12722948870392,16.29013079667063,10.582639714625445,,,,,,,,,,,773.0,673.0,730.0,522.0,,819.0,82.17338217338218
Aiguafreda,8014,8,9.74,5.08,5.02,64.18,5.14,6.61,3.31,16.77,73.92,1992.0,322.0,153.0,2467.0,80.74584515605999,6.20186461289015,13.052290231049858,,,,,284.0,1334.0,,2052.0,,13.840155945419104,2362.0,2062.0,2047.0,1574.0,,2369.0,87.04094554664415
Aiguamúrcia,43001,43,10.4,5.84,12.04,54.56,5.66,9.12,0.91,26.819999999999997,64.96000000000001,690.0,128.0,85.0,903.0,76.41196013289037,9.413067552602437,14.174972314507198,,,,,,,,,,,805.0,706.0,701.0,528.0,74.0,878.0,80.41002277904327
Aiguaviva,17002,17,8.62,3.21,9.42,68.34,3.01,3.01,3.81,15.44,76.96000000000001,663.0,67.0,33.0,763.0,86.89384010484928,4.325032765399738,8.781127129750983,,,,,,,,,,,758.0,705.0,706.0,607.0,,761.0,92.64126149802891
Aitona,25038,25,3.86,1.8,5.0,65.14,14.52,4.76,4.18,24.28,69.0,1657.0,209.0,657.0,2523.0,65.67578279825605,26.040428061831154,8.283789139912802,,,,,451.0,,,1888.0,,23.88771186440678,2019.0,1499.0,1591.0,938.0,169.0,2187.0,68.5413808870599
"Alamús, els",25004,25,4.39,3.97,8.16,68.83,4.81,4.81,4.18,17.779999999999998,73.22,601.0,72.0,126.0,799.0,75.21902377972465,15.76971214017522,9.011264080100124,,,,,,,,,,,739.0,663.0,669.0,435.0,0.0,739.0,89.71583220568336
"Albagés, l'",25006,25,7.72,4.78,10.66,52.21,7.72,12.87,2.94,31.25,59.93,341.0,50.0,12.0,403.0,84.61538461538461,2.977667493796526,12.40694789081886,,,,,,,,,,,423.0,385.0,403.0,293.0,,424.0,90.80188679245283
Albanyà,17003,17,24.42,2.33,0.0,63.95,1.16,6.98,1.16,8.14,88.37,120.0,14.0,13.0,147.0,81.63265306122449,8.843537414965986,9.523809523809524,,,,,,,,,,,140.0,128.0,133.0,98.0,,142.0,90.14084507042253
Albatàrrec,25007,25,7.75,5.25,16.12,52.72,5.88,7.39,2.94,29.39,60.47,1552.0,207.0,532.0,2291.0,67.74334351811436,23.221300742034046,9.035355739851592,,,,,322.0,976.0,,1687.0,,19.08713692946058,1975.0,1737.0,1702.0,1307.0,,2023.0,85.86258032624815
Albesa,25008,25,7.25,1.76,6.52,67.39,9.52,4.35,1.86,20.39,74.64,1320.0,52.0,224.0,1596.0,82.70676691729324,14.035087719298245,3.2581453634085213,,,,,292.0,,,1402.0,,20.827389443651924,1530.0,1315.0,1273.0,950.0,,1630.0,80.67484662576688
"Albi, l'",25009,25,11.13,3.4,6.98,60.75,9.43,3.02,4.34,19.43,71.88,699.0,50.0,54.0,803.0,87.04856787048568,6.724782067247821,6.226650062266501,,,,,,,,,,,820.0,734.0,760.0,564.0,,833.0,88.11524609843937
Albinyana,43002,43,4.28,8.11,21.53,31.27,10.03,21.02,2.21,52.58,35.55,1639.0,488.0,176.0,2303.0,71.168041684759,7.642205818497612,21.189752496743377,,,,,328.0,1273.0,,1952.0,,16.80327868852459,2192.0,1751.0,1868.0,1258.0,103.0,2295.0,76.29629629629629
"Albiol, l'",43003,43,10.38,9.23,17.69,43.08,8.08,8.46,1.92,34.230000000000004,53.46,348.0,68.0,43.0,459.0,75.81699346405229,9.368191721132897,14.814814814814815,,,,,,,,,,,427.0,388.0,392.0,301.0,,430.0,90.23255813953489
Albons,17004,17,13.26,3.6,8.09,65.84,2.25,4.72,0.45,15.059999999999999,79.10000000000001,581.0,54.0,130.0,765.0,75.94771241830065,16.99346405228758,7.0588235294117645,,,,,,,,,,,680.0,646.0,629.0,510.0,,689.0,93.75907111756169
Alcanar,43004,43,8.89,4.37,8.01,55.07,9.93,9.76,2.28,27.7,63.96,6550.0,999.0,1945.0,9494.0,68.99094164735622,20.486623130398147,10.52243522224563,92636.0,9.7,58.8,994.0,1313.0,5646.0,,8965.0,,14.64584495259342,9820.0,7617.0,7923.0,4993.0,317.0,10137.0,75.14057413435928
Alcanó,25010,25,11.11,3.7,3.7,72.22,1.23,0.62,5.56,5.550000000000001,83.33,234.0,9.0,6.0,249.0,93.97590361445783,2.4096385542168677,3.6144578313253013,,,,,,,,,,,233.0,223.0,219.0,170.0,0.0,233.0,95.70815450643777
Alcarràs,25011,25,6.05,4.0,11.98,58.98,7.61,6.96,2.81,26.55,65.03,5882.0,838.0,2577.0,9297.0,63.267720770140905,27.71861890932559,9.013660320533505,116700.0,12.8,77.8,,1228.0,4469.0,824.0,7177.0,11.48112024522781,17.110213180994844,7861.0,6176.0,6265.0,4644.0,599.0,8461.0,72.99373596501596
Alcoletge,25012,25,5.77,5.53,16.35,52.28,5.47,9.5,2.88,31.32,58.05,2512.0,394.0,469.0,3375.0,74.42962962962963,13.896296296296295,11.674074074074074,,,,,330.0,1658.0,370.0,2619.0,14.127529591447118,12.600229095074456,2787.0,2462.0,2458.0,1883.0,,2953.0,83.37284117846258
Alcover,43005,43,8.99,4.81,17.2,50.34,5.66,8.88,3.04,31.74,59.330000000000005,3627.0,841.0,627.0,5095.0,71.1874386653582,12.306182531894013,16.506378802747793,75733.0,14.9,90.4,,691.0,2305.0,,4221.0,,16.370528310826817,4834.0,4172.0,4200.0,3275.0,,4954.0,84.21477593863544
"Aldea, l'",43904,43,4.34,3.62,7.82,57.14,9.31,10.96,3.67,28.090000000000003,61.480000000000004,3144.0,277.0,829.0,4250.0,73.97647058823529,19.50588235294118,6.517647058823529,,,,,596.0,2337.0,,3756.0,,15.867944621938232,4231.0,3309.0,3436.0,2444.0,,4371.0,75.7035003431709
Aldover,43006,43,9.59,5.48,4.11,51.47,12.13,12.92,2.54,29.160000000000004,61.06,723.0,60.0,80.0,863.0,83.77752027809966,9.269988412514484,6.952491309385863,,,,,,,,,,,913.0,783.0,787.0,486.0,,928.0,84.375
"Aleixar, l'",43007,43,14.45,3.47,7.71,57.23,7.13,5.2,3.66,20.04,71.67999999999999,694.0,83.0,110.0,887.0,78.24126268320181,12.401352874859075,9.357384441939121,,,,,,,,,,,878.0,728.0,789.0,591.0,,888.0,81.98198198198199
Alella,8003,8,7.99,4.5,14.51,53.65,8.19,6.51,3.53,29.21,61.64,7326.0,1222.0,1084.0,9632.0,76.05897009966777,11.254152823920267,12.68687707641196,181581.0,19.1,115.9,,705.0,3764.0,2846.0,7593.0,37.48189121559331,9.284867641248518,8923.0,7696.0,7917.0,6068.0,235.0,9158.0,84.03581568027954
Alfara de Carles,43008,43,5.94,2.48,8.42,43.56,16.83,18.32,1.49,43.57,49.5,325.0,27.0,19.0,371.0,87.6010781671159,5.121293800539084,7.277628032345014,,,,,,,,,,,385.0,348.0,344.0,233.0,,395.0,88.10126582278481
Alfarràs,25013,25,7.19,3.5,10.75,42.36,8.94,21.83,3.76,41.519999999999996,49.55,1961.0,615.0,347.0,2923.0,67.0886075949367,11.871365035921999,21.040027369141292,,,,,442.0,1456.0,,2528.0,,17.484177215189874,2978.0,2418.0,2508.0,1679.0,,3005.0,80.46589018302829
Alforja,43009,43,10.96,7.06,11.14,55.06,4.55,7.61,1.49,23.3,66.02000000000001,1399.0,255.0,190.0,1844.0,75.86767895878525,10.303687635574837,13.828633405639913,,,,,255.0,1002.0,,1508.0,,16.909814323607428,1719.0,1485.0,1521.0,1207.0,,1757.0,84.51906659077974
Alfés,25014,25,10.23,1.86,2.33,75.35,3.72,3.72,1.4,9.770000000000001,85.58,281.0,12.0,33.0,326.0,86.1963190184049,10.122699386503067,3.6809815950920246,,,,,,,,,,,324.0,302.0,269.0,189.0,0.0,324.0,93.20987654320987
Algerri,25015,25,7.59,4.48,3.79,68.28,7.93,1.03,5.52,12.75,75.87,369.0,26.0,28.0,423.0,87.23404255319149,6.619385342789598,6.1465721040189125,,,,,,,,,,,434.0,395.0,397.0,264.0,,438.0,90.18264840182648
Alguaire,25016,25,7.39,2.63,3.57,66.54,5.7,8.65,4.39,17.92,73.93,2228.0,328.0,450.0,3006.0,74.11842980705256,14.970059880239521,10.911510312707918,,,,,461.0,1532.0,,2613.0,,17.642556448526598,2974.0,2619.0,2640.0,1885.0,,3033.0,86.35014836795253
Alins,25017,25,13.02,2.6,1.04,73.96,2.6,3.13,3.13,6.77,86.97999999999999,259.0,10.0,18.0,287.0,90.2439024390244,6.2717770034843205,3.484320557491289,,,,,,,,,,,296.0,286.0,281.0,219.0,0.0,296.0,96.62162162162163
Alió,43010,43,9.47,5.26,4.56,58.95,6.67,9.12,4.56,20.35,68.42,341.0,36.0,28.0,405.0,84.19753086419753,6.91358024691358,8.88888888888889,,,,,,,,,,,386.0,355.0,365.0,232.0,0.0,386.0,91.96891191709845
Almacelles,25019,25,7.18,6.81,15.31,45.04,9.33,10.57,4.41,35.21,52.22,4525.0,999.0,1276.0,6800.0,66.54411764705883,18.764705882352942,14.691176470588236,82982.0,12.6,76.5,569.0,735.0,3280.0,,5325.0,,13.80281690140845,5819.0,4625.0,4787.0,3297.0,483.0,6302.0,73.38940019041574
Almatret,25020,25,6.3,2.52,3.36,71.43,10.92,2.52,2.52,16.8,77.73,277.0,21.0,29.0,327.0,84.70948012232417,8.868501529051988,6.422018348623853,,,,,,,,,,,357.0,296.0,324.0,177.0,0.0,357.0,82.91316526610645
Almenar,25021,25,9.82,3.03,7.17,61.02,5.31,8.13,4.04,20.61,70.84,2642.0,412.0,448.0,3502.0,75.44260422615648,12.792689891490577,11.764705882352942,,,,519.0,652.0,1682.0,,3111.0,,20.957891353262617,3333.0,2795.0,2899.0,1994.0,177.0,3510.0,79.62962962962963
Almoster,43011,43,10.73,2.87,12.43,62.27,4.89,3.72,2.23,21.04,73.0,1174.0,152.0,75.0,1401.0,83.79728765167738,5.353319057815845,10.84939329050678,,,,,113.0,625.0,338.0,1117.0,30.25962399283796,10.116383169203223,1363.0,1252.0,1299.0,1043.0,,1366.0,91.65446559297219
Alp,17006,17,8.31,1.33,10.09,67.63,2.77,5.76,2.33,18.62,75.94,1142.0,166.0,228.0,1536.0,74.34895833333333,14.84375,10.807291666666666,,,,,325.0,,,1454.0,,22.35213204951857,1512.0,1176.0,1255.0,959.0,,1659.0,70.88607594936708
Alpens,8004,8,13.3,1.83,0.46,80.28,0.0,1.38,2.75,1.8399999999999999,93.58,265.0,8.0,21.0,294.0,90.1360544217687,7.142857142857143,2.7210884353741496,,,,,,,,,,,287.0,275.0,262.0,231.0,0.0,287.0,95.81881533101046
Alpicat,25023,25,9.01,3.68,15.82,52.66,6.59,6.62,4.09,29.03,61.669999999999995,5019.0,737.0,477.0,6233.0,80.52302262153056,7.6528156585913685,11.824161719878068,104397.0,17.0,103.1,,464.0,2519.0,,4817.0,,9.6325513805273,5798.0,5127.0,5117.0,4068.0,162.0,5960.0,86.02348993288591
Alt Àneu,25024,25,16.84,4.91,1.4,68.07,2.46,4.21,0.7,8.07,84.91,370.0,17.0,15.0,402.0,92.03980099502488,3.7313432835820897,4.2288557213930345,,,,,,,,,,,418.0,405.0,399.0,289.0,,425.0,95.29411764705883
Altafulla,43012,43,8.35,8.69,18.28,44.56,6.94,8.69,2.75,33.91,52.910000000000004,3502.0,877.0,655.0,5034.0,69.56694477552642,13.011521652761223,17.421533571712356,81801.0,16.4,99.4,,660.0,1600.0,1360.0,3925.0,34.64968152866242,16.81528662420382,4560.0,3663.0,3933.0,2891.0,184.0,4744.0,77.2133220910624
Alàs i Cerc,25005,25,9.55,2.73,3.64,63.18,3.64,9.09,5.0,16.37,72.73,278.0,38.0,34.0,350.0,79.42857142857143,9.714285714285714,10.857142857142858,,,,,,,,,,,366.0,344.0,326.0,278.0,,367.0,93.73297002724796
Alòs de Balaguer,25022,25,6.45,3.23,1.08,86.02,1.08,0.0,2.15,2.16,92.47,103.0,12.0,10.0,125.0,82.4,8.0,9.6,,,,,,,,,,,137.0,127.0,130.0,90.0,0.0,137.0,92.7007299270073
Amer,17007,17,7.1,1.86,2.48,77.88,3.79,4.27,2.27,10.54,84.97999999999999,1848.0,187.0,225.0,2260.0,81.76991150442478,9.955752212389381,8.274336283185841,,,,,391.0,1081.0,,1958.0,,19.96935648621042,2207.0,2019.0,2031.0,1554.0,,2224.0,90.78237410071942
"Ametlla de Mar, l'",43013,43,6.17,5.31,12.02,58.78,6.65,7.21,2.79,25.880000000000003,64.95,4570.0,788.0,1744.0,7102.0,64.34807096592509,24.55646296817798,11.09546606589693,75748.0,10.6,64.3,,917.0,3843.0,,6142.0,,14.92999023119505,6662.0,5015.0,5300.0,3597.0,528.0,7190.0,69.74965229485396
"Ametlla del Vallès, l'",8005,8,7.5,5.17,13.04,58.7,5.7,5.76,3.13,24.499999999999996,66.2,6598.0,992.0,747.0,8337.0,79.14117788173203,8.960057574667147,11.898764543600816,149362.0,18.1,110.3,,485.0,3827.0,1952.0,6453.0,30.24949635828297,7.515884084921741,7807.0,6913.0,6974.0,5645.0,,7885.0,87.6727964489537
"Ampolla, l'",43906,43,5.8,3.93,11.31,59.25,9.07,6.35,3.2,26.73,65.05,2106.0,340.0,876.0,3322.0,63.395544852498496,26.36965683323299,10.234798314268513,,,,,556.0,1705.0,,2911.0,,19.0999656475438,3134.0,2497.0,2650.0,1840.0,,3256.0,76.6891891891892
Amposta,43014,43,8.27,5.8,12.34,52.85,6.27,10.16,2.88,28.77,61.120000000000005,15338.0,1715.0,3601.0,20654.0,74.2616442335625,17.434879442238792,8.303476324198703,237563.0,11.3,68.8,1304.0,3503.0,10811.0,,17618.0,,19.88307412873198,20325.0,17008.0,17281.0,11666.0,435.0,20760.0,81.92678227360308
Anglesola,25027,25,6.93,2.63,3.58,69.06,5.02,4.78,7.89,13.379999999999999,75.99000000000001,1132.0,65.0,138.0,1335.0,84.7940074906367,10.337078651685394,4.868913857677903,,,,,246.0,724.0,,1160.0,,21.20689655172414,1312.0,1193.0,1156.0,827.0,,1346.0,88.6329866270431
Anglès,17008,17,8.18,3.05,5.31,72.17,3.68,4.67,1.98,13.66,80.35,4014.0,436.0,1023.0,5473.0,73.34186004019733,18.691759546866436,7.966380412936233,80529.0,14.7,89.1,530.0,826.0,2703.0,,4660.0,,17.72532188841202,5103.0,4678.0,4564.0,3442.0,481.0,5585.0,83.76007162041182
Arbeca,25029,25,12.96,1.89,3.42,65.91,4.59,9.03,1.46,17.04,78.87,1853.0,73.0,314.0,2240.0,82.72321428571429,14.017857142857142,3.2589285714285716,,,,,391.0,1343.0,,2158.0,,18.118628359592215,2273.0,1998.0,1956.0,1518.0,142.0,2415.0,82.73291925465838
Arbolí,43015,43,20.79,0.99,2.97,74.26,0.0,0.0,0.99,2.97,95.05000000000001,109.0,10.0,6.0,125.0,87.2,4.8,8.0,,,,,,,,,,,112.0,109.0,108.0,87.0,0.0,112.0,97.32142857142857
"Arboç, l'",43016,43,9.6,8.42,18.74,31.77,5.1,22.48,2.12,46.32,41.37,3231.0,1110.0,1179.0,5520.0,58.53260869565217,21.358695652173914,20.108695652173914,73307.0,13.4,81.5,525.0,618.0,2669.0,,4345.0,,14.22324510932106,4457.0,3443.0,3714.0,2787.0,722.0,5179.0,66.48001544699748
Arbúcies,17009,17,10.13,2.84,3.47,73.84,2.93,3.97,1.93,10.370000000000001,83.97,4596.0,428.0,1356.0,6380.0,72.03761755485894,21.253918495297807,6.70846394984326,83569.0,13.3,80.6,511.0,1349.0,2947.0,,5452.0,,24.74321349963316,6044.0,5168.0,5136.0,3827.0,436.0,6480.0,79.75308641975309
Arenys de Mar,8006,8,9.15,5.62,10.35,54.2,7.83,8.88,2.82,27.060000000000002,63.35,10696.0,2359.0,2198.0,15253.0,70.12391005048187,14.410279944928867,15.465810004589262,232354.0,15.4,93.6,,1920.0,7378.0,2087.0,12154.0,17.171301629093303,15.797268389007733,13987.0,11919.0,12354.0,8939.0,183.0,14170.0,84.11432604093154
Arenys de Munt,8007,8,9.62,4.4,8.57,62.08,5.29,6.52,2.46,20.38,71.7,7029.0,944.0,665.0,8638.0,81.37300300995601,7.698541329011345,10.928455661032647,131918.0,15.4,93.5,,1088.0,3908.0,1279.0,6738.0,18.98189373701395,16.147224695755416,8134.0,7235.0,7243.0,5680.0,,8153.0,88.74034097878082
Argelaguer,17010,17,22.34,4.47,1.72,63.92,0.69,2.75,2.06,5.16,86.26,346.0,43.0,26.0,415.0,83.37349397590361,6.265060240963855,10.36144578313253,,,,,,,,,,,415.0,392.0,394.0,313.0,,416.0,94.23076923076923
"Argentera, l'",43017,43,15.52,3.45,2.59,70.69,1.72,2.59,2.59,6.8999999999999995,86.21,114.0,16.0,6.0,136.0,83.82352941176471,4.411764705882353,11.764705882352942,,,,,,,,,,,151.0,145.0,147.0,109.0,,152.0,95.39473684210526
Argentona,8009,8,10.72,5.23,14.34,48.3,8.01,9.07,2.91,31.42,59.019999999999996,9448.0,1816.0,787.0,12051.0,78.40013276906481,6.530578375238569,15.069288855696623,196417.0,16.6,101.1,804.0,1111.0,5705.0,1819.0,9440.0,19.26906779661017,11.76906779661017,11307.0,9683.0,10088.0,7480.0,159.0,11467.0,84.44231272346734
Argençola,8008,8,18.24,0.0,2.7,65.54,5.41,0.68,5.41,8.790000000000001,83.78,194.0,11.0,22.0,227.0,85.46255506607929,9.691629955947137,4.845814977973569,,,,,,,,,,,240.0,213.0,240.0,180.0,0.0,240.0,88.75
"Armentera, l'",17011,17,12.83,1.78,1.96,70.41,3.74,4.46,2.85,10.16,83.24,735.0,48.0,152.0,935.0,78.6096256684492,16.25668449197861,5.133689839572193,,,,,,,,,,,830.0,737.0,736.0,582.0,,839.0,87.84266984505363
Arnes,43018,43,4.97,2.34,1.75,73.98,3.51,4.39,7.02,9.649999999999999,78.95,404.0,53.0,15.0,472.0,85.59322033898304,3.1779661016949152,11.228813559322035,,,,,,,,,,,471.0,443.0,432.0,250.0,,471.0,94.0552016985138
Arres,25031,25,2.78,0.0,50.0,30.56,8.33,8.33,0.0,66.66,33.339999999999996,51.0,3.0,10.0,64.0,79.6875,15.625,4.6875,,,,,,,,,,,,,,,,,
Arsèguel,25032,25,18.0,2.0,2.0,76.0,0.0,0.0,0.0,2.0,94.0,68.0,7.0,8.0,83.0,81.92771084337349,9.63855421686747,8.433734939759036,,,,,,,,,,,85.0,78.0,83.0,69.0,0.0,85.0,91.76470588235294
Artesa de Lleida,25033,25,8.53,4.27,7.0,69.8,2.52,4.6,2.19,14.12,78.33,1224.0,114.0,174.0,1512.0,80.95238095238095,11.507936507936508,7.5396825396825395,,,,,265.0,745.0,,1238.0,,21.405492730210018,1458.0,1299.0,1310.0,964.0,,1492.0,87.06434316353888
Artesa de Segre,25034,25,5.34,1.63,5.23,73.13,6.7,2.34,4.31,14.27,78.47,2599.0,157.0,800.0,3556.0,73.08773903262092,22.49718785151856,4.415073115860517,,,,,505.0,1992.0,,3100.0,,16.29032258064516,3504.0,3003.0,3027.0,2248.0,,3639.0,82.52267106347898
Artés,8010,8,10.08,4.29,10.05,59.75,4.56,7.57,2.59,22.18,69.83,4380.0,701.0,515.0,5596.0,78.27019299499642,9.203002144388849,12.526804860614725,86767.0,15.5,93.9,,759.0,2644.0,,4526.0,,16.76977463543968,5233.0,4621.0,4756.0,3732.0,,5329.0,86.71420529179959
Ascó,43019,43,7.86,2.81,10.77,55.97,7.57,9.51,3.69,27.85,63.83,1332.0,221.0,142.0,1695.0,78.58407079646018,8.377581120943953,13.03834808259587,,,,,362.0,739.0,,1466.0,,24.69304229195089,1491.0,1325.0,1316.0,950.0,134.0,1625.0,81.53846153846153
Aspa,25036,25,12.58,4.64,7.28,37.75,13.25,16.56,3.97,37.09,50.33,196.0,12.0,9.0,217.0,90.3225806451613,4.147465437788019,5.529953917050691,,,,,,,,,,,218.0,208.0,201.0,128.0,0.0,218.0,95.41284403669725
"Avellanes i Santa Linya, les",25037,25,8.49,1.89,2.2,73.27,7.86,2.2,3.14,12.260000000000002,81.75999999999999,394.0,31.0,40.0,465.0,84.73118279569893,8.602150537634408,6.666666666666667,,,,,,,,,,,437.0,426.0,422.0,288.0,,446.0,95.51569506726457
Avinyonet de Puigventós,17012,17,5.29,4.96,15.75,56.5,8.15,7.05,1.32,30.950000000000003,61.79,1238.0,221.0,128.0,1587.0,78.00882167611846,8.065532451165721,13.925645872715815,,,,,129.0,823.0,,1170.0,,11.025641025641026,1481.0,1309.0,1312.0,1071.0,,1491.0,87.79342723004694
Avinyonet del Penedès,8013,8,8.07,4.94,10.9,60.95,5.05,7.37,1.61,23.32,69.02000000000001,1286.0,173.0,206.0,1665.0,77.23723723723724,12.372372372372372,10.39039039039039,,,,,247.0,834.0,,1411.0,,17.505315379163715,1625.0,1367.0,1383.0,1011.0,,1683.0,81.22400475341652
Avinyó,8012,8,8.53,1.61,1.96,73.78,3.78,5.17,3.92,10.91,82.31,1827.0,189.0,196.0,2212.0,82.59493670886076,8.860759493670885,8.544303797468354,,,,,299.0,1243.0,,1898.0,,15.753424657534246,2166.0,2008.0,2010.0,1646.0,,2185.0,91.89931350114416
Avià,8011,8,11.72,2.73,2.8,75.03,2.2,2.06,2.73,7.06,86.75,2046.0,90.0,121.0,2257.0,90.65130704474967,5.361098803721754,3.9875941515285778,,,,,243.0,1132.0,,1868.0,,13.008565310492505,2160.0,2049.0,1945.0,1577.0,,2187.0,93.68998628257887
Badalona,8015,8,6.5,11.37,16.91,24.55,22.73,14.52,1.66,54.16,31.05,135816.0,47166.0,32652.0,215634.0,62.984501516458444,15.142324494281977,21.87317398925958,3443566.0,16.1,98.0,24576.0,28981.0,104706.0,23427.0,181691.0,12.893869261548453,15.950707519910177,194190.0,132370.0,149188.0,99502.0,19510.0,213700.0,61.941974730931214
Badia del Vallès,8904,8,5.0,17.92,25.21,9.6,11.07,27.36,0.94,63.64,14.6,8394.0,4054.0,1034.0,13482.0,62.26079216733422,7.669485239578697,30.06972259308708,186287.0,13.9,84.2,1852.0,1976.0,6755.0,,11200.0,,17.642857142857142,12115.0,6971.0,8758.0,5296.0,1091.0,13206.0,52.78661214599425
Bagà,8016,8,10.53,3.24,7.89,60.59,3.44,10.39,3.04,21.720000000000002,71.12,1728.0,331.0,103.0,2162.0,79.92599444958371,4.764107308048104,15.309898242368178,,,,,265.0,1245.0,,2016.0,,13.14484126984127,2280.0,2110.0,2129.0,1681.0,,2289.0,92.17999126256007
Baix Pallars,25039,25,17.62,8.2,3.28,57.38,1.23,10.25,1.64,14.76,75.0,288.0,26.0,28.0,342.0,84.21052631578948,8.187134502923977,7.60233918128655,,,,,,,,,,,355.0,301.0,326.0,191.0,,357.0,84.31372549019608
Balaguer,25040,25,7.51,4.51,12.5,53.01,7.36,10.76,2.9,30.619999999999997,60.519999999999996,11110.0,1928.0,3492.0,16530.0,67.21113127646703,21.125226860254084,11.663641863278887,207393.0,12.7,77.3,1971.0,2021.0,8069.0,1658.0,13717.0,12.087191076766057,14.733542319749215,15589.0,12350.0,12753.0,9259.0,660.0,16249.0,76.00467721090529
Balenyà,8017,8,9.05,4.46,8.38,58.56,5.0,10.72,2.57,24.1,67.61,2878.0,498.0,329.0,3705.0,77.67881241565452,8.879892037786774,13.441295546558704,,,,,444.0,2061.0,,3030.0,,14.653465346534654,3561.0,3033.0,3129.0,2335.0,,3622.0,83.73826615129762
Balsareny,8018,8,9.44,8.44,13.23,49.47,4.46,10.88,2.35,28.57,58.91,2471.0,595.0,219.0,3285.0,75.220700152207,6.666666666666667,18.11263318112633,,,,367.0,376.0,1853.0,,3009.0,,12.495845795945497,3289.0,2814.0,2941.0,2204.0,,3365.0,83.62555720653789
Banyeres del Penedès,43020,43,6.72,8.75,22.94,34.13,6.72,16.51,2.14,46.17,40.85,2096.0,677.0,318.0,3091.0,67.80977030087351,10.287932707861534,21.90229699126496,,,,,302.0,1580.0,,2382.0,,12.678421494542402,2864.0,2292.0,2415.0,1746.0,,2961.0,77.40628166160081
Banyoles,17015,17,10.49,2.66,4.98,71.65,3.65,4.01,1.8,12.64,82.14,14108.0,1373.0,3758.0,19239.0,73.33021466812204,19.533239773376994,7.136545558500962,290177.0,15.1,92.0,1113.0,2243.0,9031.0,2806.0,15194.0,18.467816243253917,14.762406212978808,18322.0,15502.0,16054.0,12681.0,,18443.0,84.05357046033726
Barbens,25041,25,8.3,1.79,9.42,62.78,5.38,4.26,5.38,19.06,71.08,639.0,59.0,245.0,943.0,67.76246023329799,25.980911983032875,6.256627783669141,,,,,,,,,,,761.0,648.0,641.0,473.0,,821.0,78.92813641900122
Barberà de la Conca,43021,43,12.14,3.93,11.43,58.93,1.43,7.5,3.21,20.36,71.07,353.0,66.0,59.0,478.0,73.84937238493724,12.343096234309623,13.807531380753138,,,,,,,,,,,509.0,428.0,442.0,316.0,,517.0,82.7852998065764
Barberà del Vallès,8252,8,6.46,15.48,27.25,19.98,8.8,17.91,1.96,53.959999999999994,26.44,21743.0,8019.0,3070.0,32832.0,66.22502436647173,9.350633528265107,24.424342105263158,541909.0,16.8,101.9,3003.0,3236.0,16273.0,3802.0,26314.0,14.448582503610245,12.29763623926427,29919.0,20757.0,24030.0,16379.0,1292.0,31211.0,66.50539873762456
Barcelona,8019,8,10.01,9.79,17.71,37.21,9.18,11.49,3.08,38.38,47.22,957374.0,289782.0,361590.0,1608746.0,59.51057531766979,22.476512762114094,18.01291192021612,30952878.0,19.6,118.9,104138.0,162261.0,678572.0,444364.0,1389336.0,31.98391173913294,11.679032285926514,1501262.0,1137816.0,1246555.0,835080.0,72056.0,1573318.0,72.31951836818749
"Baronia de Rialb, la",25042,25,5.81,2.91,4.07,69.19,5.23,5.81,5.23,15.11,75.0,212.0,11.0,17.0,240.0,88.33333333333333,7.083333333333333,4.583333333333333,,,,,,,,,,,253.0,247.0,247.0,154.0,0.0,253.0,97.62845849802372
Bassella,25044,25,3.87,3.23,5.16,65.81,9.03,1.29,9.68,15.48,69.68,204.0,5.0,26.0,235.0,86.80851063829788,11.063829787234043,2.127659574468085,,,,,,,,,,,245.0,245.0,242.0,225.0,0.0,245.0,100.0
